uid,region_city_group,region_city_group_no,region_city,age_group,age,visit_days,total_duration_min,avg_duration_min,total_payment_may,retained_june,retained_july,retained_august,retained_90
679281,Incheon,12,Incheon,Teens,16,1,112,112,5000,0,0,0,0
679284,Gyeonggi-do,2,Suwon,Twenties,24,1,372,372,8000,1,0,1,1
679285,Gyeonggi-do,2,Uijeongbu,Twenties,21,1,356,356,7000,0,0,1,1
679287,Seoul,1,Seoul,Twenties,22,1,132,132,5000,1,0,0,1
679288,Seoul,1,Seoul,Teens,17,1,195,195,5000,0,0,0,0
679289,Gwangju,13,Gwangju,Teens,18,1,462,462,9000,0,0,0,0
679290,Gyeonggi-do,2,Pyeongtaek,Thirties,30,1,357,357,7000,0,0,0,0
679292,Seoul,1,Seoul,Teens,12,1,179,179,7500,0,0,0,0
679294,Gyeonggi-do,2,Suwon,Twenties,27,1,55,55,2500,0,0,0,0
679295,Jeollabuk-do,5,Jeonju,Forties+,57,4,1550,388,67000,0,1,0,1
679297,Seoul,1,Seoul,Teens,10,1,477,477,20500,0,0,0,0
679298,Seoul,1,Seoul,Twenties,23,1,310,310,13500,0,0,0,0
679299,Gyeongsangnam-do,8,사천,Twenties,25,19,6767,356,130000,0,0,1,1
679300,Gangwon-do,9,Sokcho,Teens,13,3,772,257,33500,0,0,1,1
679301,Gyeonggi-do,2,Goyang,Forties+,53,1,91,91,6500,1,1,0,1
679302,Gyeonggi-do,2,화성,Teens,15,1,237,237,6000,0,0,0,0
679303,Gyeonggi-do,2,Goyang,Forties+,58,1,185,185,8000,0,0,0,0
679305,Gyeonggi-do,2,Pyeongtaek,Twenties,22,1,25,25,1000,0,0,0,0
679306,Seoul,1,Seoul,Twenties,24,1,209,209,9000,0,1,0,1
679308,Sejong,16,Sejong,Thirties,35,4,1179,295,51000,0,0,0,0
679309,Gyeonggi-do,2,Bucheon,Twenties,20,1,63,63,2500,0,0,0,0
679311,Seoul,1,Seoul,Twenties,24,1,404,404,17500,0,0,0,0
679312,Gwangju,13,Gwangju,Twenties,25,1,61,61,5000,0,0,0,0
679314,Gwangju,13,Gwangju,Twenties,25,1,227,227,5000,0,0,0,0
679316,Gangwon-do,9,Gangwon,Thirties,35,1,80,80,5000,0,0,0,0
679317,Busan,10,Busan,Twenties,26,1,292,292,6000,1,1,0,1
679318,Seoul,1,Seoul,Twenties,21,5,717,143,31000,0,0,0,0
679320,Seoul,1,Seoul,Teens,17,1,633,633,27500,0,0,0,0
679321,Seoul,1,Seoul,Thirties,31,1,633,633,14000,0,0,0,0
679323,Gyeonggi-do,2,Hanam,Teens,16,1,361,361,12280,1,0,0,1
679324,Jeollabuk-do,5,Gunsan,Twenties,22,14,3525,252,152000,0,0,0,0
679325,Ulsan,15,Ulsan,Teens,15,1,202,202,5000,0,0,0,0
679326,Daegu,11,Daegu,Twenties,24,13,4495,346,179500,0,1,1,1
679327,Ulsan,15,Ulsan,Teens,14,2,204,102,9000,0,0,0,0
679330,Seoul,1,Seoul,Twenties,21,1,146,146,6500,0,0,0,0
679332,Gyeonggi-do,2,이천,Thirties,37,1,416,416,7000,0,0,0,0
679333,Gyeonggi-do,2,Uijeongbu,Teens,15,1,188,188,5000,0,0,0,0
679335,Gyeonggi-do,2,화성,Forties+,46,2,499,250,14000,1,0,0,1
679337,Jeju,17,Jeju,Twenties,23,2,403,202,12000,0,0,0,0
679338,Seoul,1,Seoul,Twenties,29,1,157,157,5000,0,0,0,0
679340,Gangwon-do,9,Wonju,Twenties,27,1,237,237,4500,1,0,0,1
679341,Jeollabuk-do,5,Gunsan,Forties+,50,1,99,99,4000,0,0,0,0
679342,Seoul,1,Seoul,Twenties,21,3,1099,366,47500,0,0,0,0
679351,Seoul,1,Seoul,Twenties,28,1,111,111,6000,0,0,0,0
679352,Jeollanam-do,6,해남,Teens,17,1,15,15,3000,0,0,0,0
679354,Seoul,1,Seoul,Teens,19,1,209,209,9000,0,0,0,0
679356,Seoul,1,Seoul,Thirties,30,1,78,78,3500,0,0,0,0
679357,Sejong,16,Sejong,Teens,11,1,130,130,12000,0,0,0,0
679360,Seoul,1,Seoul,Thirties,38,1,246,246,4500,0,0,0,0
679361,Seoul,1,Seoul,Twenties,24,8,1543,193,42000,1,0,0,1
679363,Jeju,17,Jeju,Teens,18,1,119,119,5000,0,0,0,0
679365,Jeollabuk-do,5,Jeonju,Teens,12,1,109,109,4000,0,0,0,0
679366,Gwangju,13,Gwangju,Twenties,27,1,285,285,12500,0,0,0,0
679368,Seoul,1,Seoul,Forties+,49,1,179,179,7500,0,0,0,0
679369,Jeollabuk-do,5,Jeonju,Teens,17,8,750,94,70000,1,1,1,1
679370,Jeju,17,Jeju,Teens,11,1,126,126,5500,0,0,0,0
679371,Seoul,1,Seoul,Teens,19,1,113,113,5000,0,0,0,0
679372,Gangwon-do,9,Gangwon,Twenties,27,1,238,238,6000,0,0,0,0
679373,Daejeon,14,Daejeon,Teens,17,1,57,57,2500,0,0,0,0
679374,Gyeonggi-do,2,Ansan,Thirties,33,3,205,68,123500,0,0,0,0
679375,Seoul,1,Seoul,Teens,10,1,235,235,10000,0,0,0,0
679379,Seoul,1,Seoul,Twenties,27,13,2210,170,95500,0,1,1,1
679381,Gyeongsangbuk-do,7,울진,Twenties,24,9,1774,197,68000,1,1,1,1
679382,Gyeongsangbuk-do,7,울진,Twenties,24,4,341,85,20000,1,0,0,1
679383,Incheon,12,Incheon,Forties+,43,1,126,126,120000,0,0,0,0
679385,Ulsan,15,Ulsan,Thirties,33,12,5961,497,137000,0,0,0,0
679386,Busan,10,Busan,Twenties,25,1,156,156,5000,0,0,0,0
679387,Chungcheongnam-do,3,Asan,Forties+,42,2,414,207,10000,0,1,0,1
679388,Seoul,1,Seoul,Twenties,25,1,141,141,9000,0,0,0,0
679389,Jeju,17,Jeju,Teens,18,1,118,118,5000,0,0,0,0
679390,Seoul,1,Seoul,Thirties,39,5,1062,212,46000,0,1,0,1
679392,Gyeongsangnam-do,8,사천,Teens,11,1,61,61,3000,0,0,0,0
679394,Gyeongsangbuk-do,7,칠곡,Thirties,32,1,164,164,7000,0,0,0,0
679395,Gyeongsangnam-do,8,사천,Twenties,27,11,4047,368,141000,1,0,0,1
679399,Gyeonggi-do,2,Gimpo,Twenties,22,1,207,207,9000,0,0,0,0
679401,Gyeonggi-do,2,구리,Teens,14,12,5521,460,238500,0,0,0,0
679404,Seoul,1,Seoul,Teens,10,13,4744,365,205000,0,1,1,1
679405,Gyeonggi-do,2,Siheung,Teens,13,1,22,22,4000,1,0,0,1
679406,Seoul,1,Seoul,Teens,11,1,296,296,13000,0,0,1,1
679408,Seoul,1,Seoul,Thirties,30,2,423,212,12000,0,0,1,1
679410,Incheon,12,Incheon,Teens,19,2,200,100,8500,0,0,0,0
679411,Daegu,11,Daegu,Forties+,59,1,60,60,2500,0,0,0,0
679412,Incheon,12,Incheon,Teens,19,13,7675,590,331500,0,0,0,0
679413,Ulsan,15,Ulsan,Twenties,23,2,14,7,198000,0,0,0,0
679414,Seoul,1,Seoul,Twenties,26,2,711,356,30500,0,0,0,0
679415,Gyeonggi-do,2,Gunpo,Teens,16,1,126,126,5500,0,0,0,0
679416,Gyeongsangnam-do,8,사천,Teens,13,1,327,327,6000,0,0,0,0
679417,Chungcheongnam-do,3,Cheonan,Teens,16,2,388,194,16500,0,1,0,1
679418,Gyeonggi-do,2,Gunpo,Teens,16,1,80,80,3500,0,0,0,0
679419,Gyeongsangnam-do,8,사천,Teens,13,1,246,246,6000,0,0,0,0
679420,Gyeongsangbuk-do,7,Gumi,Teens,16,1,176,176,7500,0,0,0,0
679423,Gyeonggi-do,2,Goyang,Twenties,28,5,1254,251,33000,1,1,1,1
679426,Gyeonggi-do,2,Suwon,Teens,19,2,348,174,15000,0,0,1,1
679427,Seoul,1,Seoul,Twenties,27,1,118,118,5000,0,0,0,0
679428,Seoul,1,Seoul,Teens,19,1,119,119,5000,0,0,0,0
679429,Gyeonggi-do,2,Goyang,Twenties,25,3,380,127,16500,0,0,1,1
679431,Seoul,1,Seoul,Twenties,20,1,74,74,3000,0,0,0,0
679433,Gyeongsangbuk-do,7,Andong,Teens,17,1,194,194,8500,0,0,0,0
679434,Seoul,1,Seoul,Teens,15,6,1560,260,67500,0,0,0,0
679435,Gyeonggi-do,2,Suwon,Thirties,36,8,1562,195,67500,0,0,0,0
679436,Seoul,1,Seoul,Teens,12,3,322,107,14000,0,0,0,0
679437,Gyeonggi-do,2,Pyeongtaek,Forties+,55,1,102,102,4500,0,0,0,0
679438,Seoul,1,Seoul,Teens,17,3,827,276,35500,0,1,1,1
679439,Seoul,1,Seoul,Teens,16,1,169,169,7500,0,0,0,0
679440,Gyeonggi-do,2,Yongin,Twenties,26,1,125,125,5500,0,0,0,0
679441,Gyeonggi-do,2,Goyang,Teens,16,1,235,235,10000,0,0,0,0
679443,Daegu,11,Daegu,Teens,17,1,114,114,4000,0,0,0,0
679444,Gyeonggi-do,2,Yongin,Twenties,23,1,235,235,10000,0,0,0,0
679445,Gangwon-do,9,Sokcho,Twenties,24,1,30,30,36000,0,1,0,1
679447,Gyeonggi-do,2,Suwon,Teens,11,1,279,279,12000,0,0,0,0
679452,Gyeonggi-do,2,Suwon,Twenties,26,7,1048,150,40000,1,1,1,1
679454,Seoul,1,Seoul,Twenties,29,1,56,56,3300,0,0,0,0
679456,Seoul,1,Seoul,Teens,12,1,59,59,2500,0,0,0,0
679457,Seoul,1,Seoul,Teens,18,1,222,222,9500,0,0,0,0
679459,Chungcheongnam-do,3,Asan,Twenties,25,1,194,194,8500,0,0,0,0
679465,Ulsan,15,Ulsan,Thirties,30,2,910,455,22000,0,0,0,0
679466,Seoul,1,Seoul,Teens,17,1,270,270,12000,0,0,0,0
679468,Sejong,16,Sejong,Teens,14,1,68,68,4000,0,0,0,0
679469,Gyeongsangnam-do,8,사천,Teens,13,1,103,103,3000,0,0,0,0
679470,Gyeongsangnam-do,8,사천,Teens,13,1,4,4,3000,0,0,0,0
679471,Gyeongsangnam-do,8,사천,Teens,13,1,19,19,3000,0,0,0,0
679477,Gyeongsangnam-do,8,사천,Teens,14,1,74,74,6000,1,0,0,1
679478,Gyeonggi-do,2,Seongnam,Teens,18,1,119,119,5000,0,0,0,0
679479,Gyeonggi-do,2,Yongin,Twenties,22,1,115,115,3000,0,0,0,0
679481,Jeollabuk-do,5,Iksan,Twenties,23,23,11118,483,480000,0,1,0,1
679484,Gyeonggi-do,2,Bucheon,Teens,11,1,96,96,4000,0,0,0,0
679487,Jeju,17,Jeju,Teens,12,1,6,6,500,0,0,0,0
679488,Seoul,1,Seoul,Forties+,52,1,239,239,3500,0,0,0,0
679489,Jeju,17,Jeju,Thirties,35,2,342,171,15000,0,0,0,0
679490,Daejeon,14,Daejeon,Teens,17,2,238,119,8000,0,0,0,0
679491,Jeju,17,Jeju,Twenties,21,1,203,203,9000,0,0,0,0
679492,Gangwon-do,9,Taebaek,Teens,16,2,353,177,15000,0,0,1,1
679494,Daejeon,14,Daejeon,Teens,13,1,118,118,5000,0,0,0,0
679496,Seoul,1,Seoul,Teens,16,3,422,141,18000,0,0,0,0
679498,Seoul,1,Seoul,Twenties,26,15,5953,397,257000,0,0,0,0
679501,Gyeonggi-do,2,Suwon,Twenties,25,1,173,173,6000,0,0,0,0
679507,Seoul,1,Seoul,Teens,19,1,118,118,3300,0,0,0,0
679508,Incheon,12,Incheon,Twenties,23,1,38,38,1500,0,0,0,0
679509,Seoul,1,Seoul,Teens,13,1,105,105,4500,0,0,0,0
679510,Gyeonggi-do,2,Yongin,Teens,17,1,30,30,6000,0,0,0,0
679511,Seoul,1,Seoul,Teens,10,1,119,119,5000,0,0,0,0
679512,Gyeonggi-do,2,화성,Teens,18,10,2940,294,89500,1,0,0,1
679514,Seoul,1,Seoul,Teens,16,6,519,87,49000,1,0,0,1
679518,Seoul,1,Seoul,Twenties,25,1,59,59,17100,0,0,0,0
679519,Gyeongsangnam-do,8,사천,Twenties,23,3,1301,434,56000,0,0,0,0
679523,Seoul,1,Seoul,Twenties,24,1,114,114,4000,0,0,0,0
679524,Gangwon-do,9,Wonju,Twenties,25,4,418,105,18000,0,0,0,0
679525,Gyeongsangbuk-do,7,울진,Twenties,25,1,298,298,13000,0,0,0,0
679528,Chungcheongnam-do,3,Asan,Twenties,24,5,394,79,17000,0,0,0,0
679533,Gyeonggi-do,2,Seongnam,Teens,11,1,55,55,2500,0,0,0,0
679534,Seoul,1,Seoul,Twenties,28,1,397,397,5500,0,0,0,0
679540,Gyeonggi-do,2,Yongin,Teens,15,1,58,58,2500,0,0,0,0
679541,Seoul,1,Seoul,Twenties,25,21,10588,504,457000,0,0,0,0
679542,Sejong,16,Sejong,Twenties,22,1,95,95,4000,0,0,0,0
679543,Sejong,16,Sejong,Teens,18,2,663,332,108000,1,0,0,1
679544,Seoul,1,Seoul,Twenties,23,1,140,140,6000,0,0,0,0
679545,Ulsan,15,Ulsan,Teens,15,13,3438,264,110000,1,1,1,1
679547,Gyeonggi-do,2,Uijeongbu,Teens,12,3,277,92,12000,0,0,0,0
679548,Seoul,1,Seoul,Thirties,30,1,87,87,4000,0,0,0,0
679552,Daegu,11,Daegu,Teens,18,2,742,371,32000,0,0,0,0
679553,Gyeonggi-do,2,Siheung,Twenties,21,2,633,317,30000,1,1,1,1
679557,Seoul,1,Seoul,Twenties,24,6,1822,304,78500,0,1,1,1
679558,Seoul,1,Seoul,Twenties,25,13,6857,527,730000,1,1,0,1
679559,Incheon,12,Incheon,Teens,11,13,6037,464,260500,0,0,0,0
679562,Jeollabuk-do,5,Iksan,Twenties,23,1,561,561,24000,0,0,0,0
679563,Daejeon,14,Daejeon,Teens,11,1,72,72,3000,0,0,0,0
679565,Seoul,1,Seoul,Teens,14,3,1885,628,81500,0,0,0,0
679570,Gyeonggi-do,2,Bucheon,Teens,18,16,7408,463,220000,1,1,1,1
679573,Seoul,1,Seoul,Teens,13,8,2426,303,104500,0,1,1,1
679574,Chungcheongnam-do,3,Cheonan,Twenties,24,1,195,195,7000,0,0,0,0
679576,Gyeonggi-do,2,화성,Teens,17,2,259,130,11000,0,0,0,0
679579,Seoul,1,Seoul,Twenties,24,1,119,119,4000,1,0,0,1
679581,Ulsan,15,Ulsan,Thirties,30,6,2034,339,93000,1,0,0,1
679583,Gyeongsangnam-do,8,Gimhae,Teens,18,3,557,186,110000,0,0,0,0
679585,Gyeonggi-do,2,Uijeongbu,Forties+,56,1,349,349,15000,0,0,0,0
679593,Seoul,1,Seoul,Twenties,22,2,1157,579,50000,0,0,0,0
679596,Gyeongsangnam-do,8,사천,Twenties,20,15,5534,369,239000,0,0,0,0
679597,Jeollabuk-do,5,Iksan,Teens,10,1,183,183,8000,0,0,0,0
679598,Seoul,1,Seoul,Twenties,22,1,54,54,2500,0,0,0,0
679601,Seoul,1,Seoul,Twenties,23,2,754,377,24000,0,0,1,1
679605,Busan,10,Busan,Teens,13,1,354,354,15500,0,0,0,0
679607,Seoul,1,Seoul,Teens,19,16,6153,385,227500,1,1,1,1
679609,Jeollabuk-do,5,Iksan,Twenties,25,1,350,350,12000,1,1,1,1
679610,Seoul,1,Seoul,Teens,12,1,96,96,4000,0,0,0,0
679611,Gyeonggi-do,2,Siheung,Thirties,37,1,215,215,9500,0,0,0,0
679612,Seoul,1,Seoul,Teens,16,8,2598,325,112000,0,0,0,0
679616,Gyeonggi-do,2,파주,Twenties,23,2,269,135,11500,0,0,0,0
679617,Seoul,1,Seoul,Teens,11,1,188,188,8000,0,1,0,1
679620,Daegu,11,Daegu,Teens,19,1,146,146,6500,0,0,1,1
679625,Gyeonggi-do,2,Yongin,Teens,11,1,116,116,5000,0,0,0,0
679626,Gyeonggi-do,2,Uijeongbu,Twenties,28,12,3986,332,172000,0,0,0,0
679627,Seoul,1,Seoul,Twenties,21,1,179,179,3500,0,0,0,0
679628,Seoul,1,Seoul,Forties+,48,2,495,248,13000,0,0,1,1
679629,Gwangju,13,Gwangju,Twenties,29,2,397,199,13000,1,1,1,1
679632,Chungcheongbuk-do,4,Cheongju,Twenties,29,1,83,83,3500,0,0,0,0
679633,Seoul,1,Seoul,Teens,19,2,897,449,38500,0,0,0,0
679636,Gyeongsangbuk-do,7,Gyeongsan,Forties+,43,13,1636,126,70500,0,0,0,0
679637,Seoul,1,Seoul,Twenties,21,1,40,40,4000,0,0,0,0
679641,Seoul,1,Seoul,Teens,16,1,106,106,4000,0,0,0,0
679643,Seoul,1,Seoul,Teens,15,2,194,97,6000,1,0,0,1
679649,Seoul,1,Seoul,Teens,14,1,103,103,4500,0,0,0,0
679650,Gyeonggi-do,2,Goyang,Teens,17,1,97,97,2000,0,0,0,0
679655,Seoul,1,Seoul,Teens,16,3,393,131,17000,0,0,0,0
679658,Daegu,11,Daegu,Teens,12,7,1627,232,70000,0,0,0,0
679659,Chungcheongbuk-do,4,Cheongju,Teens,18,1,402,402,17500,0,0,0,0
679660,Gyeonggi-do,2,Siheung,Teens,17,2,220,110,9500,0,0,0,0
679661,Gyeongsangnam-do,8,사천,Teens,14,1,22,22,3000,1,0,0,1
679662,Gyeonggi-do,2,Goyang,Teens,16,1,86,86,3500,0,0,0,0
679664,Ulsan,15,Ulsan,Thirties,30,4,2177,544,94000,0,0,0,0
679665,Gyeonggi-do,2,Pyeongtaek,Teens,18,1,7,7,5000,0,0,0,0
679666,Gyeonggi-do,2,Pocheon,Twenties,25,1,195,195,8500,0,0,0,0
679667,Gyeonggi-do,2,Pyeongtaek,Teens,18,1,129,129,5000,0,0,0,0
679668,Ulsan,15,Ulsan,Twenties,25,5,3087,617,133500,0,0,0,0
679669,Chungcheongbuk-do,4,Cheongju,Twenties,25,3,212,71,9000,0,0,0,0
679671,Gyeonggi-do,2,Bucheon,Teens,16,5,1669,334,190000,1,1,0,1
679672,Gyeonggi-do,2,Yongin,Forties+,42,1,141,141,45000,0,0,0,0
679673,Jeollabuk-do,5,Iksan,Twenties,21,7,1000,143,39900,0,0,0,0
679674,Busan,10,Busan,Teens,16,2,265,133,11500,0,0,0,0
679677,Seoul,1,Seoul,Twenties,20,3,810,270,0,1,1,1,1
679678,Gyeonggi-do,2,Siheung,Twenties,28,5,893,179,24000,1,0,0,1
679681,Seoul,1,Seoul,Teens,17,4,412,103,70000,0,0,0,0
679682,Ulsan,15,Ulsan,Twenties,27,1,237,237,5000,0,0,0,0
679683,Ulsan,15,Ulsan,Teens,16,2,817,409,13000,0,1,0,1
679692,Gangwon-do,9,Donghae,Twenties,25,3,176,59,19500,0,0,0,0
679695,Seoul,1,Seoul,Twenties,29,2,355,178,15500,0,0,0,0
679696,Gyeonggi-do,2,Siheung,Twenties,28,5,770,154,33000,0,0,0,0
679697,Gangwon-do,9,Gangwon,Thirties,30,11,3931,357,169500,0,0,0,0
679698,Seoul,1,Seoul,Twenties,23,1,146,146,69500,0,1,0,1
679699,Seoul,1,Seoul,Twenties,29,1,187,187,15000,1,1,0,1
679701,Gyeonggi-do,2,구리,Forties+,40,17,6837,402,295000,0,0,0,0
679702,Gyeonggi-do,2,Goyang,Twenties,23,2,708,354,26000,0,0,0,0
679703,Jeollabuk-do,5,Iksan,Teens,18,2,218,109,9500,0,0,0,0
679705,Gyeonggi-do,2,Yongin,Teens,17,1,118,118,3500,0,0,0,0
679708,Gangwon-do,9,Gangwon,Twenties,23,6,775,129,89000,0,0,0,0
679709,Gyeonggi-do,2,구리,Thirties,36,10,2055,206,88500,0,0,0,0
679712,Gangwon-do,9,Wonju,Teens,18,1,118,118,5000,0,0,0,0
679713,Gyeonggi-do,2,의왕,Twenties,25,3,489,163,21000,0,0,0,0
679714,Ulsan,15,Ulsan,Twenties,23,5,216,43,9500,0,0,0,0
679715,Seoul,1,Seoul,Twenties,25,2,157,79,14000,0,0,0,0
679716,Jeollabuk-do,5,Iksan,Teens,12,1,101,101,10000,0,0,0,0
679717,Jeollabuk-do,5,Iksan,Twenties,25,6,1552,259,89900,0,0,0,0
679722,Incheon,12,Incheon,Teens,17,1,68,68,137000,1,1,1,1
679725,Incheon,12,Incheon,Teens,17,7,771,110,137000,1,1,0,1
679726,Incheon,12,Incheon,Teens,15,4,311,78,13500,0,1,1,1
679727,Gyeonggi-do,2,Siheung,Teens,17,1,139,139,149000,1,1,0,1
679729,Gyeonggi-do,2,Bucheon,Forties+,43,4,1575,394,68000,0,0,0,0
679730,Seoul,1,Seoul,Forties+,42,1,73,73,3000,0,0,0,0
679731,Gyeonggi-do,2,오산,Forties+,40,1,81,81,13000,0,0,0,0
679732,Gyeonggi-do,2,화성,Twenties,24,6,732,122,31500,0,0,0,0
679733,Chungcheongnam-do,3,Cheonan,Teens,17,2,92,46,15000,0,1,1,1
679734,Gyeonggi-do,2,오산,Twenties,23,1,116,116,16000,0,0,0,0
679735,Chungcheongnam-do,3,Cheonan,Twenties,21,1,146,146,9000,1,0,0,1
679736,Gyeonggi-do,2,Anyang,Twenties,20,1,359,359,15500,0,1,0,1
679742,Gyeonggi-do,2,Suwon,Twenties,21,1,64,64,3500,0,0,1,1
679745,Gyeongsangnam-do,8,사천,Teens,14,1,153,153,12000,0,0,0,0
679747,Gyeonggi-do,2,파주,Teens,16,1,118,118,3500,0,0,0,0
679748,Gyeonggi-do,2,Bucheon,Teens,16,1,108,108,4000,0,0,1,1
679750,Chungcheongbuk-do,4,Cheongju,Thirties,39,1,68,68,3000,0,0,0,0
679756,Seoul,1,Seoul,Teens,13,1,21,21,1000,0,0,0,0
679759,Seoul,1,Seoul,Teens,17,1,161,161,7000,0,0,0,0
679760,Seoul,1,Seoul,Teens,19,2,945,473,3000,0,0,0,0
679761,Seoul,1,Seoul,Teens,17,1,179,179,7500,0,0,0,0
679763,Seoul,1,Seoul,Twenties,26,1,75,75,3000,0,1,1,1
679764,Seoul,1,Seoul,Twenties,27,10,6553,655,283000,0,1,0,1
679765,Seoul,1,Seoul,Teens,18,2,174,87,7500,0,0,0,0
679766,Seoul,1,Seoul,Twenties,29,5,778,156,50000,1,0,0,1
679767,Seoul,1,Seoul,Teens,19,1,46,46,2000,0,0,0,0
679768,Seoul,1,Seoul,Teens,10,6,4801,800,207000,0,1,0,1
679769,Daegu,11,Daegu,Twenties,23,15,3741,249,220000,0,1,0,1
679770,Gyeonggi-do,2,이천,Twenties,24,1,314,314,13500,0,0,0,0
679771,Daejeon,14,Daejeon,Twenties,20,24,15886,662,685500,0,0,1,1
679772,Seoul,1,Seoul,Thirties,36,1,539,539,23500,0,0,0,0
679774,Seoul,1,Seoul,Twenties,23,1,977,977,14000,0,0,0,0
679775,Gyeonggi-do,2,Goyang,Forties+,43,1,624,624,10000,0,0,0,0
679776,Sejong,16,Sejong,Twenties,22,1,566,566,24500,0,0,0,0
679779,Gyeonggi-do,2,Goyang,Thirties,30,1,535,535,9000,0,0,0,0
679781,Seoul,1,Seoul,Teens,17,2,689,345,29500,0,0,0,0
679782,Gyeonggi-do,2,Uijeongbu,Thirties,37,6,2033,339,88000,0,0,0,0
679784,Seoul,1,Seoul,Twenties,24,5,2884,577,220000,1,1,1,1
679787,Gyeonggi-do,2,Yongin,Thirties,34,3,473,158,95000,0,0,0,0
679791,Gyeonggi-do,2,오산,Teens,11,1,45,45,2000,0,0,0,0
679792,Seoul,1,Seoul,Twenties,27,1,40,40,6000,0,0,0,0
679796,Seoul,1,Seoul,Twenties,26,1,239,239,6000,0,0,0,0
679798,Daegu,11,Daegu,Twenties,23,2,20,10,330000,0,0,0,0
679800,Seoul,1,Seoul,Thirties,32,18,12100,672,522500,0,0,0,0
679801,Incheon,12,Incheon,Teens,18,10,3913,391,169000,0,0,0,0
679805,Daegu,11,Daegu,Forties+,40,5,3285,657,142000,0,0,1,1
679809,Busan,10,Busan,Teens,14,12,4352,363,188000,0,0,0,0
679811,Jeollabuk-do,5,Jeonju,Teens,14,1,115,115,5000,0,0,0,0
679812,Jeju,17,Jeju,Twenties,24,2,233,117,86000,0,0,1,1
679813,Jeollabuk-do,5,Jeonju,Teens,19,1,211,211,9000,0,0,0,0
679814,Seoul,1,Seoul,Twenties,25,3,449,150,19500,0,0,0,0
679818,Gyeonggi-do,2,화성,Twenties,27,1,357,357,15500,0,0,0,0
679822,Seoul,1,Seoul,Twenties,20,1,230,230,6000,0,0,0,0
679823,Gyeonggi-do,2,Ansan,Teens,16,1,126,126,5500,0,0,0,0
679824,Busan,10,Busan,Thirties,37,11,6410,583,276500,0,0,0,0
679825,Gyeonggi-do,2,Ansan,Teens,14,1,127,127,5500,0,0,0,0
679826,Busan,10,Busan,Twenties,24,16,8147,509,351500,0,0,0,0
679828,Seoul,1,Seoul,Twenties,28,1,191,191,8000,0,0,0,0
679829,Seoul,1,Seoul,Twenties,21,13,7828,602,338000,0,0,0,0
679831,Seoul,1,Seoul,Thirties,35,2,463,232,20000,0,0,0,0
679833,Seoul,1,Seoul,Teens,10,1,457,457,19500,0,0,0,0
679834,Gyeongsangnam-do,8,통영,Twenties,29,8,1293,162,56000,0,1,1,1
679837,Gyeongsangbuk-do,7,울진,Thirties,31,7,778,111,36000,0,0,0,0
679839,Jeollabuk-do,5,Iksan,Teens,11,1,150,150,6500,0,0,0,0
679840,Seoul,1,Seoul,Thirties,34,1,119,119,5000,1,0,0,1
679841,Seoul,1,Seoul,Twenties,21,3,318,106,9000,1,0,0,1
679842,Incheon,12,Incheon,Teens,11,4,1479,370,64000,0,0,0,0
679843,Gyeonggi-do,2,Goyang,Teens,17,1,239,239,10500,0,0,0,0
679848,Seoul,1,Seoul,Teens,16,4,924,231,40000,0,0,0,0
679850,Seoul,1,Seoul,Thirties,30,1,251,251,14000,0,0,0,0
679852,Ulsan,15,Ulsan,Teens,19,10,4912,491,212000,0,0,0,0
679853,Ulsan,15,Ulsan,Forties+,58,4,817,204,35500,0,0,0,0
679854,Seoul,1,Seoul,Twenties,24,1,299,299,8000,0,0,0,0
679857,Busan,10,Busan,Twenties,21,1,138,138,6000,0,0,0,0
679858,Seoul,1,Seoul,Twenties,21,1,53,53,3300,0,0,0,0
679860,Gyeongsangnam-do,8,사천,Twenties,21,1,262,262,11500,0,0,0,0
679865,Seoul,1,Seoul,Teens,17,2,344,172,120000,1,1,0,1
679866,Seoul,1,Seoul,Teens,15,1,85,85,3500,0,0,0,0
679868,Seoul,1,Seoul,Teens,15,2,358,179,10000,0,0,0,0
679871,Seoul,1,Seoul,Forties+,59,2,436,218,19000,0,1,1,1
679877,Seoul,1,Seoul,Twenties,24,2,907,454,20000,0,0,0,0
679883,Seoul,1,Seoul,Twenties,20,1,120,120,5000,0,0,0,0
679884,Daegu,11,Daegu,Teens,15,1,215,215,10000,0,0,0,0
679885,Seoul,1,Seoul,Forties+,47,2,335,168,14500,0,0,0,0
679888,Seoul,1,Seoul,Teens,13,1,5,5,4000,0,0,0,0
679889,Seoul,1,Seoul,Twenties,21,2,183,92,8000,0,0,0,0
679891,Jeollabuk-do,5,Jeonju,Teens,16,1,105,105,4500,0,0,0,0
679892,Daejeon,14,Daejeon,Teens,19,7,503,72,21500,0,0,0,0
679894,Seoul,1,Seoul,Twenties,23,1,178,178,7500,0,0,0,0
679896,Gyeongsangnam-do,8,사천,Teens,16,3,831,277,60000,0,0,0,0
679900,Gyeongsangbuk-do,7,울진,Thirties,30,11,2570,234,167000,0,0,0,0
679904,Incheon,12,Incheon,Teens,11,7,630,90,27000,0,1,1,1
679905,Gyeongsangnam-do,8,사천,Teens,15,5,448,90,39000,0,0,1,1
679906,Jeollabuk-do,5,Jeonju,Twenties,21,1,111,111,5000,0,0,0,0
679907,Seoul,1,Seoul,Twenties,27,2,445,223,19000,0,0,0,0
679908,Chungcheongnam-do,3,Asan,Teens,15,1,38,38,1500,0,0,0,0
679911,Incheon,12,Incheon,Forties+,44,10,1131,113,49000,0,0,0,0
